"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19762","Create Customer and Delete Customer","chromium","2026-06-06","passed","2026-06-06","","customerscenario.spec.js","",""
